time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-02-22T03:28:31.646Z,-8.0072,120.6835,10,4.2,mb,,124,1.659,0.37,us,us6000h03x,2022-05-04T13:39:36.040Z,"71 km NNE of Ruteng, Indonesia",earthquake,3.7,1.9,0.187,8,reviewed,us,us
2022-02-22T03:26:00.757Z,-8.0831,120.6949,10,4.6,mb,,87,1.622,0.83,us,us7000gmvd,2022-05-04T13:39:35.040Z,"63 km NNE of Ruteng, Indonesia",earthquake,5.9,1.9,0.193,9,reviewed,us,us
2022-02-21T22:22:48.069Z,-8.1244,120.7407,10,4.7,mb,,67,1.565,0.83,us,us6000h023,2022-05-04T13:39:30.040Z,"61 km NNE of Ruteng, Indonesia",earthquake,6.3,1.8,0.111,25,reviewed,us,us
2022-02-21T22:15:16.740Z,-8.1126,120.7985,10,4.9,mb,,53,1.515,1.05,us,us7000gmtj,2022-05-04T13:39:29.040Z,"66 km NNE of Ruteng, Indonesia",earthquake,3.9,1.9,0.083,49,reviewed,us,us
2022-02-21T22:04:50.304Z,-8.1102,120.638,10,4.3,mb,,120,1.666,0.41,us,us6000h022,2022-05-04T13:39:29.040Z,"58 km NNE of Ruteng, Indonesia",earthquake,7.9,1.9,0.178,9,reviewed,us,us
2022-02-21T21:09:37.998Z,-8.1405,120.6516,10,4.9,mb,,101,1.644,1.16,us,us7000gms4,2022-05-04T13:39:28.040Z,"56 km NNE of Ruteng, Indonesia",earthquake,8.6,1.9,0.125,23,reviewed,us,us
2022-02-21T19:11:41.568Z,-8.085,120.6719,10,4.5,mb,,121,1.643,0.54,us,us6000h01w,2022-05-04T13:39:26.040Z,"62 km NNE of Ruteng, Indonesia",earthquake,7.5,1.6,0.22,6,reviewed,us,us
2022-02-21T19:00:58.713Z,-8.0214,120.7263,10,4.5,mb,,88,1.615,0.64,us,us6000h01v,2022-05-04T13:39:25.040Z,"71 km NNE of Ruteng, Indonesia",earthquake,8.4,1.9,0.242,5,reviewed,us,us
2022-02-21T18:28:08.170Z,-8.0616,120.4652,10,4.3,mb,,90,1.844,1.19,us,us6000h028,2022-05-04T13:39:25.040Z,"60 km N of Ruteng, Indonesia",earthquake,5.8,1.9,0.201,7,reviewed,us,us
2022-02-21T18:16:53.481Z,-8.1038,120.6142,10,5.2,mww,,46,1.691,1.27,us,us7000gmsb,2022-05-04T13:39:24.040Z,"58 km NNE of Ruteng, Indonesia",earthquake,5.9,1.8,0.083,14,reviewed,us,us
2022-02-21T18:11:03.358Z,-8.0734,120.7439,10,4.5,mb,,122,1.58,1.04,us,us6000h01t,2022-05-04T13:39:24.040Z,"66 km NNE of Ruteng, Indonesia",earthquake,7.4,1.8,0.222,6,reviewed,us,us
2022-02-21T16:56:43.968Z,-8.1031,120.7282,10,4.7,mb,,88,1.584,0.48,us,us7000gmp4,2022-05-04T13:39:22.040Z,"63 km NNE of Ruteng, Indonesia",earthquake,7.5,1.9,0.142,18,reviewed,us,us
2022-02-21T16:40:04.112Z,-8.1269,120.8138,10,4.3,mb,,144,1.496,1.2,us,us6000h01r,2022-05-04T13:39:21.040Z,"65 km NE of Ruteng, Indonesia",earthquake,7.6,1.9,0.202,7,reviewed,us,us
2022-02-21T16:31:34.363Z,-8.0852,120.7696,10,4.7,mb,,88,1.552,0.6,us,us7000gmns,2022-05-04T13:39:21.040Z,"67 km NNE of Ruteng, Indonesia",earthquake,5.1,1.9,0.104,33,reviewed,us,us
2022-02-21T16:26:18.566Z,-8.0921,120.8146,10,4.6,mb,,83,1.508,0.23,us,us6000h020,2022-05-04T13:39:21.040Z,"69 km NE of Ruteng, Indonesia",earthquake,7.7,1.9,0.173,11,reviewed,us,us
2022-02-21T16:22:33.830Z,-8.0904,120.7908,10,5.5,mww,,50,1.53,0.83,us,us7000gmnq,2022-05-04T13:39:20.040Z,"67 km NNE of Ruteng, Indonesia",earthquake,5.9,1.8,0.056,31,reviewed,us,us
2022-02-21T15:05:14.218Z,-8.1698,120.7645,10,4.8,mb,,64,1.529,0.64,us,us7000gmna,2022-05-04T13:39:19.040Z,"58 km NE of Ruteng, Indonesia",earthquake,7,1.9,0.107,32,reviewed,us,us
2022-02-21T13:28:13.837Z,-8.148,120.7994,10,4.4,mb,,93,1.503,0.73,us,us7000gmmp,2022-05-04T13:39:17.040Z,"63 km NE of Ruteng, Indonesia",earthquake,7.6,1.9,0.162,13,reviewed,us,us
2022-02-21T13:06:53.912Z,-8.1186,120.6733,10,5.3,mww,,41,1.63,0.71,us,us7000gmmj,2022-05-04T13:39:17.040Z,"59 km NNE of Ruteng, Indonesia",earthquake,6.7,1.8,0.089,12,reviewed,us,us
2022-02-21T12:35:58.794Z,-8.2068,120.6211,20,5.7,mww,,39,1.655,0.67,us,us7000gmmb,2022-05-04T13:39:17.040Z,"47 km NNE of Ruteng, Indonesia",earthquake,6.4,1.9,0.063,24,reviewed,us,us
2022-02-20T12:37:56.295Z,-9.0975,124.7537,34.79,4.5,mb,,52,0.81,0.57,us,us7000gmf4,2022-05-04T13:38:56.040Z,"15 km W of Atambua, Indonesia",earthquake,6.1,7,0.132,17,reviewed,us,us
2022-02-20T05:41:35.509Z,-8.7751,124.145,99.18,4.4,mb,,78,0.981,0.4,us,us6000gzt0,2022-05-04T13:38:48.040Z,"53 km NNW of Pante Makasar, Timor Leste",earthquake,7.3,8.2,0.179,9,reviewed,us,us
2022-02-18T19:09:13.154Z,-9.1175,124.1289,94.29,4.2,mb,,76,0.648,0.96,us,us7000gm1l,2022-04-30T14:18:27.040Z,"29 km WNW of Pante Makasar, Timor Leste",earthquake,6.1,6.4,0.118,22,reviewed,us,us
2022-02-17T21:55:38.846Z,-10.1481,118.7247,35,4.9,mb,,75,3.778,0.54,us,us7000gn0b,2022-04-30T14:18:23.040Z,"177 km WSW of Waingapu, Indonesia",earthquake,8.3,2,0.117,23,reviewed,us,us
2022-02-16T02:34:16.318Z,-8.2049,119.8058,181.48,4.1,mb,,69,2.1,0.72,us,us7000gl73,2022-04-30T14:18:17.040Z,"33 km NNW of Labuan Bajo, Indonesia",earthquake,4,10.9,0.371,2,reviewed,us,us
2022-02-13T01:22:32.845Z,-8.2954,121.5464,200.95,4.2,mb,,131,0.762,0.97,us,us7000gke3,2022-04-30T14:18:04.040Z,"61 km NNW of Ende, Indonesia",earthquake,12.8,5.3,0.215,7,reviewed,us,us
2022-02-06T07:23:49.557Z,-9.2804,121.0312,81.81,4.2,mb,,85,1.353,0.52,us,us7000gjr7,2022-04-19T17:39:40.040Z,"84 km SW of Ende, Indonesia",earthquake,8.6,11.8,0.199,10,reviewed,us,us
2022-02-05T03:20:23.889Z,-8.973,124.0641,105.44,4.7,mb,,97,0.802,0.95,us,us7000gi62,2022-04-19T17:38:32.040Z,"43 km NW of Pante Makasar, Timor Leste",earthquake,8.4,7.2,0.104,30,reviewed,us,us
2022-02-01T00:01:34.026Z,-8.5628,118.2747,127.65,4.4,mb,,46,3.818,1.18,us,us7000ggu9,2022-04-15T17:57:09.040Z,"20 km W of Dompu, Indonesia",earthquake,7.8,5.6,0.117,21,reviewed,us,us
2022-01-30T20:22:20.321Z,-10.2091,122.2996,58.58,5,mb,,57,1.564,0.94,us,us7000ggg6,2022-04-15T17:57:06.040Z,"Savu Sea",earthquake,7.4,6.5,0.069,66,reviewed,us,us
2022-01-28T17:48:21.707Z,-10.4521,124.0482,10,4.2,mb,,110,0.45,1.37,us,us7000ghns,2022-04-09T20:19:15.040Z,"57 km ESE of Kupang, Indonesia",earthquake,5.7,1.2,0.304,3,reviewed,us,us
2022-01-20T01:39:22.745Z,-11.8103,121.4839,10,4.5,mb,,69,3.24,0.99,us,us7000gfv3,2022-04-01T17:40:36.040Z,"273 km SSE of Waingapu, Indonesia",earthquake,8,1.9,0.128,18,reviewed,us,us
2022-01-19T03:39:22.326Z,-9.8876,118.8609,35,4.4,mb,,99,4.74,0.45,us,us7000gfkd,2022-04-01T17:40:35.040Z,"155 km SSE of Dompu, Indonesia",earthquake,7.3,2,0.269,4,reviewed,us,us
2022-01-17T19:39:55.362Z,-9.7636,119.908,45.04,4.3,mb,,90,2.558,0.73,us,us7000gf1t,2022-04-01T17:40:32.040Z,"40 km WSW of Waingapu, Indonesia",earthquake,6.7,10.9,0.239,5,reviewed,us,us
2022-01-13T13:31:59.346Z,-8.4057,118.0713,10,4.6,mb,,87,3.877,0.72,us,us7000gdwj,2022-03-19T22:07:58.040Z,"45 km WNW of Dompu, Indonesia",earthquake,7.6,1.3,0.1,31,reviewed,us,us
2022-01-13T03:08:35.419Z,-8.642,118.3144,124.68,4.1,mb,,82,3.876,0.75,us,us7000gdvl,2022-03-19T22:07:55.040Z,"20 km SW of Dompu, Indonesia",earthquake,8.4,8.1,0.185,8,reviewed,us,us
2022-01-11T22:02:35.722Z,-8.0082,122.3146,10,4.6,mb,,116,0.628,0.6,us,us7000gb3v,2022-03-19T22:07:48.040Z,"68 km N of Maumere, Indonesia",earthquake,4.1,1.9,0.152,15,reviewed,us,us
2022-01-09T23:26:07.834Z,-8.1103,123.7262,10,4.3,mb,,69,1.562,0.72,us,us7000gafn,2022-03-19T22:07:33.040Z,"140 km NNW of Pante Makasar, Timor Leste",earthquake,4.2,1.9,0.126,18,reviewed,us,us
2022-01-09T23:20:02.286Z,-8.1211,123.8404,10,4.3,mb,,73,1.666,0.71,us,us7000gafi,2022-03-19T22:07:33.040Z,"133 km NNW of Pante Makasar, Timor Leste",earthquake,6.4,1.9,0.217,6,reviewed,us,us
2022-01-06T11:45:17.400Z,-8.3267,120.3343,194.23,4.3,mb,,88,1.907,0.96,us,us7000g9j2,2022-03-12T22:19:12.040Z,"34 km NNW of Ruteng, Indonesia",earthquake,7.6,5.4,0.16,11,reviewed,us,us
2022-01-02T13:45:25.237Z,-8.9114,118.2401,127.47,4.3,mb,,102,3.96,0.72,us,us7000gbe0,2022-03-12T22:19:18.040Z,"48 km SSW of Dompu, Indonesia",earthquake,7.5,8.4,0.168,12,reviewed,us,us
2022-01-01T00:10:28.735Z,-8.7633,124.3513,104.9,4.1,mb,,68,0.989,0.69,us,us7000g896,2022-03-12T22:18:59.040Z,"48 km N of Pante Makasar, Timor Leste",earthquake,6.7,8.4,0.197,7,reviewed,us,us
2021-12-26T16:10:05.264Z,-8.6674,118.3314,122.94,4.5,mb,,56,3.862,0.74,us,us6000gfgm,2022-03-05T23:10:42.040Z,"20 km SW of Dompu, Indonesia",earthquake,7.8,7.6,0.118,24,reviewed,us,us
2021-12-25T18:26:16.892Z,-8.0304,118.839,10,4.6,mb,,61,3.13,0.95,us,us7000g9lb,2022-03-05T23:11:02.040Z,"Sumbawa region, Indonesia",earthquake,6.8,1.9,0.125,19,reviewed,us,us
2021-12-22T14:37:10.391Z,-8.6997,124.3008,84.2,4.2,mb,,172,1.049,0.41,us,us7000g98p,2022-03-01T16:39:26.040Z,"56 km N of Pante Makasar, Timor Leste",earthquake,11.8,13,0.186,8,reviewed,us,us
2021-12-20T02:12:08.031Z,-8.4046,118.3207,155.06,4.4,mb,,95,3.655,0.97,us,us6000gdpt,2022-03-01T16:38:05.040Z,"21 km NW of Dompu, Indonesia",earthquake,7.9,1.7,0.12,20,reviewed,us,us
2021-12-16T13:23:43.876Z,-8.3743,119.4466,172.77,4.9,mb,,33,2.772,1,us,us6000gcrv,2022-02-24T21:01:46.040Z,"24 km NNW of Komodo, Indonesia",earthquake,7.9,7.7,0.101,32,reviewed,us,us
2021-12-16T05:25:33.449Z,-11.1873,123.1998,10,4.1,mb,,83,1.768,0.88,us,us6000gcp6,2022-02-24T21:01:35.040Z,"south of Timor",earthquake,4,1.9,0.185,9,reviewed,us,us
2021-12-14T08:58:02.195Z,-8.1607,119.6324,169.82,4.2,mb,,82,2.62,1.15,us,us6000gc4u,2022-02-24T21:00:44.040Z,"46 km NW of Labuan Bajo, Indonesia",earthquake,8.1,9.7,0.159,11,reviewed,us,us
2021-12-14T03:14:30.654Z,-9.6492,119.3977,43.01,4.1,mb,,92,2.979,0.68,us,us6000gd43,2022-02-24T21:02:10.040Z,"95 km W of Waingapu, Indonesia",earthquake,4.4,11.1,0.174,9,reviewed,us,us
2021-12-12T19:42:22.017Z,-10.6714,120.4521,35,4.5,mb,,61,2.681,1.07,us,us6000gcsy,2022-02-24T21:01:52.040Z,"114 km S of Waingapu, Indonesia",earthquake,4.6,2,0.128,19,reviewed,us,us
2021-12-12T19:34:25.570Z,-10.5158,120.3091,10,4.9,mb,,70,2.666,0.94,us,us6000gbq2,2022-02-24T21:00:21.040Z,"",earthquake,4.2,1.8,0.07,67,reviewed,us,us
2021-12-12T18:46:35.673Z,-10.6311,120.3859,35,4.6,mb,,38,2.695,1.21,us,us6000gcsw,2022-02-24T21:01:52.040Z,"108 km S of Waingapu, Indonesia",earthquake,3.2,2,0.111,24,reviewed,us,us
2021-12-12T18:22:25.177Z,-10.5685,120.361,49.85,4.5,mb,,69,2.667,1.05,us,us6000gct2,2022-02-24T21:01:53.040Z,"101 km S of Waingapu, Indonesia",earthquake,7.1,6.7,0.087,39,reviewed,us,us
2021-12-06T04:03:31.176Z,-8.7029,118.3755,10,4.4,mb,,90,3.819,0.82,us,us6000g9e2,2022-02-12T23:06:09.040Z,"20 km SSW of Dompu, Indonesia",earthquake,6.4,1.6,0.19,8,reviewed,us,us
2021-12-06T02:39:54.280Z,-8.7069,118.3381,10,4.5,mb,,91,3.856,0.92,us,us6000g9dt,2022-02-12T23:06:09.040Z,"23 km SW of Dompu, Indonesia",earthquake,5.8,1.9,0.242,6,reviewed,us,us
2021-12-05T05:51:14.564Z,-8.9192,123.9155,109.14,4.2,mb,,75,0.9,0.57,us,us6000gaxf,2022-02-12T23:07:21.040Z,"60 km WNW of Pante Makasar, Timor Leste",earthquake,6.9,8,0.153,15,reviewed,us,us
2021-11-30T12:16:32.543Z,-11.271,118.2114,10,4.2,mb,,91,4.752,0.32,us,us6000g7w3,2022-02-05T23:03:31.040Z,"287 km SW of Waingapu, Indonesia",earthquake,3.7,2,0.236,5,reviewed,us,us
2021-11-26T13:51:08.152Z,-8.1645,119.6172,167.64,4.2,mb,,67,2.634,0.69,us,us7000fx8a,2022-02-05T23:04:13.040Z,"47 km NW of Labuan Bajo, Indonesia",earthquake,3.4,9.5,0.152,13,reviewed,us,us
2021-11-24T09:51:28.564Z,-8.1295,119.7186,183.57,4.2,mb,,146,2.542,0.52,us,us6000g7nh,2022-01-29T22:54:45.040Z,"44 km NNW of Labuan Bajo, Indonesia",earthquake,12,9.8,0.235,5,reviewed,us,us
2021-11-19T08:14:16.803Z,-8.0961,122.622,214.86,4.5,mb,,58,0.657,1,us,us7000fvea,2022-01-29T22:54:58.040Z,"73 km NE of Maumere, Indonesia",earthquake,9.1,6.9,0.116,22,reviewed,us,us
2021-11-18T18:50:27.623Z,-10.9476,123.6777,10,4.6,mb,,107,0.736,1.06,us,us7000fv8q,2022-01-22T20:52:07.040Z,"86 km S of Kupang, Indonesia",earthquake,5.6,1.3,0.244,5,reviewed,us,us
2021-11-17T21:28:09.260Z,-8.6638,122.311,147.83,4.3,mb,,185,0.077,1.03,us,us7000fw8q,2022-01-22T20:52:10.040Z,"12 km ESE of Maumere, Indonesia",earthquake,13.6,5.5,0.238,5,reviewed,us,us
2021-11-14T04:54:15.670Z,-8.5705,118.3521,137.44,4.1,mb,,76,3.796,1.24,us,us7000ftyq,2022-01-22T20:51:50.040Z,"12 km WSW of Dompu, Indonesia",earthquake,8.3,9.3,0.213,7,reviewed,us,us
2021-11-13T01:31:17.764Z,-8.0991,123.7836,158.03,4.2,mb,,165,1.62,0.85,us,us7000fv4n,2022-01-22T20:52:02.040Z,"138 km NNW of Pante Makasar, Timor Leste",earthquake,10.5,9.2,0.236,6,reviewed,us,us
2021-10-29T11:35:08.507Z,-9.4834,121.3273,73.03,4.4,mb,,84,1.232,0.75,us,us7000fpqn,2022-01-14T17:58:42.040Z,"79 km SSW of Ende, Indonesia",earthquake,8.3,7.6,0.11,24,reviewed,us,us
2021-10-28T16:06:41.225Z,-8.2364,124.6286,10,3.4,mb,,226,1.55,0.91,us,us7000fpmc,2022-01-08T17:43:36.040Z,"75 km WNW of Maubara, Timor Leste",earthquake,10,2,0.488,1,reviewed,us,us
2021-10-27T05:50:44.322Z,-9.5664,124.9568,38.38,4.8,mb,,52,0.705,0.91,us,us7000fp4c,2022-01-08T17:43:09.040Z,"43 km SW of Suai, Timor Leste",earthquake,6.4,7.2,0.105,37,reviewed,us,us
2021-10-23T14:58:14.118Z,-9.7078,118.8909,37.48,4.3,mb,,84,3.471,1.01,us,us6000fx19,2022-01-08T17:42:08.040Z,"137 km SSE of Dompu, Indonesia",earthquake,8.3,8.5,0.132,16,reviewed,us,us
2021-10-18T00:48:56.474Z,-9.7252,118.1752,10,4.3,mb,,97,4.164,0.59,us,us6000fwq3,2021-12-25T22:58:58.040Z,"135 km SSW of Dompu, Indonesia",earthquake,6.5,1.9,0.154,12,reviewed,us,us
2021-10-15T20:39:29.362Z,-9.8512,123.6376,10,4.2,mb,,78,0.627,0.73,us,us6000fv13,2021-12-25T22:58:36.040Z,"31 km SSW of Naisano Dua, Indonesia",earthquake,2.8,1.8,0.141,16,reviewed,us,us
2021-10-11T03:09:54.480Z,-9.0318,122.385,97.92,4.8,mb,,40,0.419,0.75,us,us6000ftlq,2021-12-18T19:58:50.040Z,"49 km SSE of Maumere, Indonesia",earthquake,5.6,4.8,0.083,45,reviewed,us,us
2021-10-07T05:12:59.985Z,-8.2515,119.5495,174.38,4.9,mb,,61,2.686,0.54,us,us6000fsir,2021-12-10T21:14:16.040Z,"37 km N of Komodo, Indonesia",earthquake,7,3.6,0.084,44,reviewed,us,us
2021-10-06T13:37:58.119Z,-9.2492,124.7741,10,4.1,mb,,110,0.709,0.79,us,us6000fsb6,2021-12-10T21:14:13.040Z,"20 km SW of Atambua, Indonesia",earthquake,3.7,1.9,0.135,15,reviewed,us,us
2021-10-05T11:00:25.476Z,-8.1294,118.0798,10,4.2,mb,,65,3.512,0.51,us,us6000frvm,2021-12-10T21:14:11.040Z,"61 km NW of Dompu, Indonesia",earthquake,6.9,1.9,0.118,23,reviewed,us,us
2021-10-01T11:15:47.937Z,-8.1806,118.081,10,5,mb,,45,3.556,0.6,us,us6000fqpx,2021-12-10T21:14:01.040Z,"57 km NW of Dompu, Indonesia",earthquake,6.4,1.8,0.079,51,reviewed,us,us
2021-09-30T08:44:38.149Z,-9.3022,121.8329,80.67,4.1,mb,,68,0.773,0.9,us,us6000fs9t,2021-12-04T14:29:02.040Z,"54 km SSE of Ende, Indonesia",earthquake,7.8,9.6,0.157,11,reviewed,us,us
2021-09-28T09:57:50.761Z,-8.8274,119.7836,152.05,4.3,mb,,123,2.433,0.28,us,us6000fqth,2021-12-04T14:28:52.040Z,"38 km SSW of Labuan Bajo, Indonesia",earthquake,10.1,15.2,0.239,5,reviewed,us,us
2021-09-24T05:22:25.337Z,-9.0832,119.1305,114.5,4.1,mb,,100,3.102,0.84,us,us7000fe00,2021-12-04T14:29:14.040Z,"67 km SW of Komodo, Indonesia",earthquake,8.8,10.8,0.261,4,reviewed,us,us
2021-09-22T05:21:01.962Z,-9.5359,121.1506,97.75,4.4,mb,,72,1.397,1.1,us,us7000fdc4,2021-12-03T15:01:44.040Z,"95 km SW of Ende, Indonesia",earthquake,6.9,7.3,0.134,16,reviewed,us,us
2021-09-18T21:50:04.050Z,-8.2199,122.0265,206.91,4.3,mb,,86,0.462,0.34,us,us7000fdsi,2021-12-03T15:01:55.040Z,"48 km NNW of Maumere, Indonesia",earthquake,8,5.3,0.153,12,reviewed,us,us
2021-09-16T05:39:33.277Z,-9.265,123.0792,106.89,4.5,mb,,55,1.04,0.72,us,us7000fbq4,2021-11-23T15:12:59.040Z,"84 km WNW of Naisano Dua, Indonesia",earthquake,7.2,3.9,0.108,25,reviewed,us,us
2021-09-12T13:10:02.665Z,-8.2688,119.4155,152.87,4.6,mb,,41,2.815,1.07,us,us7000fajb,2021-11-23T15:10:37.040Z,"36 km NNW of Komodo, Indonesia",earthquake,6.6,6.4,0.103,31,reviewed,us,us
2021-09-09T12:49:36.137Z,-9.3264,123.0811,89.44,4.4,mb,,85,1.079,0.93,us,us7000fbiv,2021-11-17T17:41:56.040Z,"Timor region, Indonesia",earthquake,8.5,6,0.241,5,reviewed,us,us
2021-09-09T06:55:11.381Z,-9.7742,120.6739,91.36,4.2,mb,,69,1.913,0.55,us,us7000fbii,2021-11-17T17:30:48.040Z,"46 km ESE of Waingapu, Indonesia",earthquake,7.1,9.6,0.159,12,reviewed,us,us
2021-09-07T01:53:43.126Z,-8.7051,120.4493,125.71,4.6,mb,,88,1.769,0.88,us,us7000f8r2,2021-11-17T17:26:23.040Z,"10 km S of Ruteng, Indonesia",earthquake,9.3,2.9,0.194,8,reviewed,us,us
2021-09-02T06:21:55.477Z,-9.213,121.2544,122.49,4,mb,,68,1.128,0.85,us,us7000f9rs,2021-11-06T20:28:29.040Z,"60 km SW of Ende, Indonesia",earthquake,8.4,9.3,0.156,12,reviewed,us,us
2021-08-31T04:45:03.227Z,-8.9559,124.0437,106.05,4.5,mb,,73,0.824,0.89,us,us7000f62b,2021-11-06T20:28:41.040Z,"46 km NW of Pante Makasar, Timor Leste",earthquake,6.4,5.6,0.099,30,reviewed,us,us
2021-08-29T06:30:38.911Z,-9.8912,121.5524,43.49,4,mb,,66,1.419,0.55,us,us7000f8xt,2021-11-06T20:28:52.040Z,"116 km S of Ende, Indonesia",earthquake,8.1,8.7,0.182,9,reviewed,us,us
2021-08-28T10:41:18.421Z,-9.798,120.1346,69.34,4.6,mb,,76,2.375,0.64,us,us7000f571,2021-11-06T20:28:55.040Z,"21 km SW of Waingapu, Indonesia",earthquake,7.4,7.9,0.083,43,reviewed,us,us
2021-08-27T21:30:23.085Z,-8.7615,120.5094,117.99,4.1,mb,,81,1.713,0.97,us,us7000f8m5,2021-11-06T20:28:58.040Z,"17 km SSE of Ruteng, Indonesia",earthquake,11.3,14.1,0.369,2,reviewed,us,us
2021-08-27T16:01:25.286Z,-11.2976,118.5605,10,4.8,mb,,89,4.485,1.22,us,us7000f4wa,2021-11-06T20:29:00.040Z,"260 km SW of Waingapu, Indonesia",earthquake,3.7,1.9,0.083,45,reviewed,us,us
2021-08-23T08:40:19.568Z,-11.2089,119.0291,10,4.9,mb,,46,4.065,0.37,us,us6000f9zf,2021-11-02T14:54:39.040Z,"218 km SW of Waingapu, Indonesia",earthquake,5.3,1.9,0.075,56,reviewed,us,us
2021-08-20T20:26:20.007Z,-8.4013,119.867,171.99,4.1,mb,,107,2.356,1.08,us,us7000f6b4,2021-11-02T14:55:38.040Z,"10 km NNW of Labuan Bajo, Indonesia",earthquake,6.3,9.8,0.145,15,reviewed,us,us
2021-08-20T16:45:03.148Z,-9.0759,124.2399,80.44,4.9,mww,,29,0.675,1.23,us,us6000f8vf,2021-11-02T14:53:42.040Z,"20 km NW of Pante Makasar, Timor Leste",earthquake,2.7,5.5,0.093,11,reviewed,us,us
2021-08-17T19:19:34.267Z,-10.282,118.7062,10,4.3,mb,,108,3.848,0.83,us,us7000f4tw,2021-10-29T14:47:03.040Z,"184 km WSW of Waingapu, Indonesia",earthquake,5.7,1.8,0.239,5,reviewed,us,us
2021-08-12T00:58:38.553Z,-8.5927,123.088,153.48,4.4,mb,,113,0.842,0.41,us,us6000f8w1,2021-10-23T15:46:56.040Z,"96 km E of Maumere, Indonesia",earthquake,7.5,7,0.155,12,reviewed,us,us
2021-08-07T00:58:04.275Z,-8.6643,124.2511,79.55,4,mb,,168,1.991,0.14,us,us6000f6zy,2021-10-23T15:46:45.040Z,"61 km NNW of Pante Makasar, Timor Leste",earthquake,12.5,8.8,0.184,8,reviewed,us,us
2021-08-06T04:47:58.365Z,-9.9919,119.3452,61.9,4,mb,,142,3.156,0.66,us,us6000f5lx,2021-10-23T15:46:43.040Z,"107 km WSW of Waingapu, Indonesia",earthquake,7.5,11.9,0.259,5,reviewed,us,us
2021-08-03T19:44:32.190Z,-9.1652,119.2526,82.02,5,mb,,37,2.996,1.25,us,us6000f1yp,2021-10-14T01:06:30.040Z,"68 km SSW of Komodo, Indonesia",earthquake,6.3,6.2,0.066,83,reviewed,us,us
2021-07-30T17:35:22.136Z,-9.0024,122.4178,105.57,4.3,mb,,77,0.405,1.36,us,us6000f2qr,2021-10-14T01:08:07.040Z,"48 km SSE of Maumere, Indonesia",earthquake,6.8,7.1,0.217,6,reviewed,us,us
2021-07-25T07:17:06.544Z,-9.6865,123.7859,85.71,4.4,mb,,77,0.479,0.5,us,us6000eyvw,2021-10-03T05:21:54.040Z,"9 km S of Naisano Dua, Indonesia",earthquake,8.2,5.9,0.117,21,reviewed,us,us
2021-07-25T04:32:26.187Z,-8.6535,118.3117,138.49,4.1,mb,,77,3.881,0.72,us,us6000eyur,2021-10-03T05:21:53.040Z,"21 km SW of Dompu, Indonesia",earthquake,8.3,9,0.214,6,reviewed,us,us
2021-07-22T16:20:22.291Z,-8.2809,124.0126,157.3,4.3,mb,,55,1.486,0.85,us,us6000ey0i,2021-09-25T21:08:35.040Z,"109 km NNW of Pante Makasar, Timor Leste",earthquake,7.8,5,0.107,28,reviewed,us,us
2021-07-21T00:42:10.242Z,-9.3921,122.054,74.35,4.4,mb,,123,0.773,1.26,us,us6000ezhh,2021-09-25T21:08:23.040Z,"74 km SE of Ende, Indonesia",earthquake,8.4,8.4,0.189,10,reviewed,us,us
2021-07-16T08:04:31.850Z,-8.1669,120.0722,194.85,4.4,mb,,66,2.192,1,us,us7000emga,2021-09-25T21:07:48.040Z,"Flores region, Indonesia",earthquake,9.3,9.5,0.149,13,reviewed,us,us
2021-07-07T00:38:06.284Z,-9.3987,119.6794,82.2,4.9,mb,,41,1.963,1.29,us,us7000ej8g,2021-09-10T20:07:53.040Z,"70 km WNW of Waingapu, Indonesia",earthquake,7,5.5,0.069,66,reviewed,us,us
2021-07-05T21:44:56.074Z,-9.8334,121.7992,34.39,4.5,mb,,37,1.266,1.01,us,us7000eiy7,2021-09-10T20:08:17.040Z,"110 km S of Ende, Indonesia",earthquake,4.2,4.6,0.11,24,reviewed,us,us
2021-07-02T11:42:30.999Z,-8.4354,119.6932,155.59,4.3,mb,,61,2.524,0.4,us,us7000ejcg,2021-09-10T20:07:17.040Z,"22 km WNW of Labuan Bajo, Indonesia",earthquake,6.7,7.8,0.133,16,reviewed,us,us
2021-07-02T10:05:51.730Z,-8.8293,124.1215,110.96,4.3,mb,,198,0.931,0.31,us,us7000ejcp,2021-09-10T20:07:35.040Z,"50 km NW of Pante Makasar, Timor Leste",earthquake,11.5,9.7,0.189,8,reviewed,us,us
2021-07-01T19:19:17.495Z,-10.113,123.6362,55.05,4.4,mb,,78,0.096,1.09,us,us7000ei2n,2021-09-09T22:06:33.040Z,"7 km NNE of Kupang, Indonesia",earthquake,6,1.3,0.098,34,reviewed,us,us
2021-06-30T09:36:10.924Z,-9.9261,122.0232,35,4.1,mb,,69,1.299,0.38,us,us7000eivm,2021-09-09T22:06:50.040Z,"126 km SSE of Ende, Indonesia",earthquake,4.5,2,0.185,10,reviewed,us,us
2021-06-28T01:56:37.517Z,-10.4538,124.0128,10,5,mww,,44,0.737,1.18,us,us6000eqe3,2021-09-09T22:05:31.040Z,"54 km SE of Kupang, Indonesia",earthquake,4.9,0.7,0.093,11,reviewed,us,us
2021-06-25T23:03:53.463Z,-8.2181,123.8901,169.23,4.3,mb,,60,0.882,0.73,us,us6000epus,2021-09-09T22:04:58.040Z,"121 km NNW of Pante Makasar, Timor Leste",earthquake,6.5,8.2,0.188,8,reviewed,us,us
